pair_id,label,similarity_score,score_hash,score_mse,score_ssim,score_mobilenet,annotator,note,timestamp
285,2,0.351393,41.000000,17891.520508,0.285918,0.837975,anonymous,,2026-04-12T19:57:41
286,0,0.170768,15.000000,18719.221680,0.302669,0.424978,anonymous,,2026-04-12T19:57:42
287,0,0.193844,21.000000,28613.144287,0.235159,0.384937,anonymous,,2026-04-12T19:57:43
288,3,0.682819,5.000000,1131.099121,0.753034,0.936242,anonymous,,2026-04-12T19:57:44
289,0,0.239490,30.000000,24711.116699,0.133104,0.464968,anonymous,,2026-04-12T19:57:45
290,0,0.212203,41.000000,16197.756836,0.241504,0.374011,anonymous,,2026-04-12T19:57:46
291,3,0.406126,15.000000,1995.200684,0.591909,0.904330,anonymous,,2026-04-12T19:57:46
292,0,0.248207,45.000000,28645.959473,0.308051,0.494023,anonymous,,2026-04-12T19:57:47
293,0,0.170526,24.000000,13361.846680,0.391217,0.248730,anonymous,,2026-04-12T19:57:48
294,1,0.260866,8.000000,6679.083740,0.509068,0.861756,anonymous,,2026-04-12T19:57:49
295,0,0.212324,45.000000,16337.988037,0.312104,0.374413,anonymous,,2026-04-12T19:57:50
296,0,0.237445,38.000000,23555.900391,0.266109,0.458150,anonymous,,2026-04-12T19:57:51
297,1,0.361186,34.000000,21642.495605,0.152298,0.870618,anonymous,,2026-04-12T19:57:52
298,0,0.233008,45.000000,13920.549805,0.169776,0.443360,anonymous,,2026-04-12T19:57:53
299,0,0.177311,20.000000,15322.684814,0.386438,0.349322,anonymous,,2026-04-12T19:57:53
300,3,0.464761,46.000000,13348.939697,0.350639,0.889377,anonymous,,2026-04-12T19:57:54
301,0,0.251143,24.000000,18397.663330,0.261291,0.517454,anonymous,,2026-04-12T19:57:55
302,1,0.261194,16.000000,10445.377197,0.346351,0.625584,anonymous,,2026-04-12T19:57:56
303,2,0.195395,12.000000,7578.385010,0.423300,0.565548,anonymous,,2026-04-12T19:57:57
304,0,0.206167,36.000000,22529.856201,0.303449,0.353888,anonymous,,2026-04-12T19:58:00
305,0,0.165490,11.000000,13499.429443,0.402784,0.485355,anonymous,,2026-04-12T19:58:00
306,1,0.273949,12.000000,8114.597168,0.442250,0.827392,anonymous,,2026-04-12T19:58:02
307,2,0.843718,4.000000,939.907471,0.880426,0.874193,anonymous,,2026-04-12T19:58:03
308,0,0.207747,46.000000,7355.057617,0.424763,0.359158,anonymous,,2026-04-12T19:58:03
309,3,0.404336,18.000000,4139.515381,0.380636,0.926793,anonymous,,2026-04-12T19:58:06
310,0,0.178485,22.000000,12196.469238,0.263221,0.314247,anonymous,,2026-04-12T19:58:06
311,0,0.235315,51.000000,11946.363037,0.461299,0.347421,anonymous,,2026-04-12T19:58:07
312,2,0.250423,24.000000,18549.159424,0.299432,0.515056,anonymous,,2026-04-12T19:58:09
313,0,0.135332,11.000000,12459.448975,0.453625,0.353428,anonymous,,2026-04-12T19:58:09
314,1,0.321900,16.000000,14994.500732,0.346870,0.611992,anonymous,,2026-04-12T19:58:11
315,3,0.463133,8.000000,2632.712646,0.641532,0.867484,anonymous,,2026-04-12T19:58:12
316,0,0.206157,48.000000,8020.391602,0.392932,0.353858,anonymous,,2026-04-12T19:58:12
317,0,0.230993,46.000000,18381.026855,0.323922,0.436642,anonymous,,2026-04-12T19:58:13
318,0,0.494732,7.000000,5294.837402,0.701868,0.936268,anonymous,,2026-04-12T19:58:15
319,0,0.235745,48.000000,18468.162109,0.246414,0.452482,anonymous,,2026-04-12T19:58:16
320,0,0.244482,53.000000,15219.985107,0.300896,0.481607,anonymous,,2026-04-12T19:58:16
321,2,0.212293,12.000000,3152.103271,0.489052,0.621873,anonymous,,2026-04-12T19:58:17
322,0,0.237029,46.000000,23661.721680,0.402733,0.456762,anonymous,,2026-04-12T19:58:18
323,0,0.176873,41.000000,19113.697266,0.299131,0.256242,anonymous,,2026-04-12T19:58:19
324,3,0.601256,1.000000,4330.133545,0.800580,0.899051,anonymous,,2026-04-12T19:58:20
325,0,0.199342,20.000000,19433.752930,0.264522,0.422759,anonymous,,2026-04-12T19:58:20
326,0,0.163701,17.000000,17069.846191,0.320089,0.362433,anonymous,,2026-04-12T19:58:21
327,2,0.477450,27.000000,16485.121338,0.166049,0.930643,anonymous,,2026-04-12T19:58:22
328,1,0.320848,16.000000,15309.980225,0.327959,0.608485,anonymous,,2026-04-12T19:58:22
329,0,0.231025,47.000000,22189.608643,0.337265,0.436751,anonymous,,2026-04-12T19:58:23
330,3,0.631539,34.000000,4327.031494,0.735508,0.925266,anonymous,,2026-04-12T19:58:24
331,1,0.357079,54.000000,8125.793213,0.564228,0.619787,anonymous,,2026-04-12T19:58:26
332,0,0.204908,49.000000,16696.655518,0.309023,0.349694,anonymous,,2026-04-12T19:58:27
333,3,0.681595,3.000000,759.927002,0.834289,0.915131,anonymous,,2026-04-12T19:58:28
334,0,0.168977,20.000000,11918.015381,0.315169,0.321541,anonymous,,2026-04-12T19:58:28
335,0,0.219688,44.000000,20787.880127,0.446497,0.398960,anonymous,,2026-04-12T19:58:29
336,2,0.359619,43.000000,5827.633301,0.512396,0.865395,anonymous,,2026-04-12T19:58:31
337,0,0.219159,44.000000,13358.145996,0.279674,0.397198,anonymous,,2026-04-12T19:58:31
338,0,0.279284,48.000000,16905.749756,0.186082,0.597612,anonymous,,2026-04-12T19:58:32
339,1,0.294137,29.000000,15314.391113,0.096986,0.647122,anonymous,,2026-04-12T19:58:34
340,2,0.515586,49.000000,12947.403320,0.321926,0.885286,anonymous,,2026-04-12T19:58:35
341,0,0.161162,16.000000,11071.685303,0.288033,0.373466,anonymous,,2026-04-12T19:58:36
342,3,0.534229,6.000000,4192.719482,0.632851,0.918602,anonymous,,2026-04-12T19:58:38
343,0,0.187247,42.000000,17873.505127,0.333711,0.290823,anonymous,,2026-04-12T19:58:39
344,0,0.174166,49.000000,19228.918457,0.225331,0.247220,anonymous,,2026-04-12T19:58:39
345,1,0.320189,28.000000,20632.699951,0.166821,0.733965,anonymous,,2026-04-12T19:58:40
346,0,0.182480,40.000000,14947.977783,0.223312,0.274935,anonymous,,2026-04-12T19:58:41
347,0,0.219771,24.000000,17411.804199,0.240634,0.412882,anonymous,,2026-04-12T19:58:41
348,2,0.251292,14.000000,13884.509277,0.296365,0.712882,anonymous,,2026-04-12T19:58:42
349,0,0.183617,41.000000,18051.108643,0.296733,0.278725,anonymous,,2026-04-12T19:58:43
350,0,0.165798,19.000000,13678.272217,0.375197,0.330439,anonymous,,2026-04-12T19:58:43
351,1,0.365958,26.000000,21430.515869,0.227453,0.886527,anonymous,,2026-04-12T19:58:45
352,0,0.181509,18.000000,13204.752930,0.244253,0.402301,anonymous,,2026-04-12T19:58:45
353,0,0.176543,19.000000,14001.459229,0.398127,0.366255,anonymous,,2026-04-12T19:58:46
354,1,0.413593,18.000000,10301.212158,0.243360,0.685088,anonymous,,2026-04-12T19:58:48
355,0,0.159143,18.000000,14819.328369,0.384556,0.327747,anonymous,,2026-04-12T19:58:48
356,0,0.214445,21.000000,13048.568848,0.303505,0.453607,anonymous,,2026-04-12T19:58:49
357,2,0.280700,24.000000,19621.757080,0.236180,0.615977,anonymous,,2026-04-12T19:58:51
358,0,0.272001,47.000000,16363.950684,0.198226,0.573338,anonymous,,2026-04-12T19:58:51
359,0,0.224138,21.000000,10246.143555,0.321456,0.485918,anonymous,,2026-04-12T19:58:52
360,1,0.319953,16.000000,14688.120117,0.268059,0.902766,anonymous,,2026-04-12T19:58:58
361,0,0.197284,43.000000,25201.285645,0.323385,0.324279,anonymous,,2026-04-12T19:59:00
362,0,0.222350,44.000000,18845.881348,0.148770,0.407833,anonymous,,2026-04-12T19:59:00
363,1,0.282354,11.000000,1870.792480,0.566670,0.661130,anonymous,,2026-04-12T19:59:02
364,0,0.201472,46.000000,18374.765381,0.374968,0.338239,anonymous,,2026-04-12T19:59:03
365,0,0.139631,11.000000,11012.456787,0.469256,0.396985,anonymous,,2026-04-12T19:59:03
366,2,0.271066,19.000000,5194.115967,0.438663,0.681333,anonymous,,2026-04-12T19:59:04
367,0,0.199203,36.000000,8804.672363,0.329229,0.330677,anonymous,,2026-04-12T19:59:05
368,2,0.784813,4.000000,3776.021729,0.807469,0.983528,anonymous,,2026-04-12T19:59:08
369,1,0.487890,49.000000,3507.570557,0.521906,0.882539,anonymous,,2026-04-12T19:59:12
370,0,0.255090,21.000000,21632.221680,0.246002,0.589091,anonymous,,2026-04-12T19:59:12
371,0,0.222390,48.000000,17597.105469,0.357649,0.407967,anonymous,,2026-04-12T19:59:13
372,2,0.339903,37.000000,26726.079834,0.200562,0.799675,anonymous,,2026-04-12T19:59:15
373,0,0.140992,16.000000,16097.074707,0.346613,0.306232,anonymous,,2026-04-12T19:59:15
374,0,0.213391,38.000000,28657.191895,0.357597,0.377970,anonymous,,2026-04-12T19:59:15
375,2,0.270554,19.000000,3599.468994,0.437088,0.679624,anonymous,,2026-04-12T19:59:16
376,0,0.228434,28.000000,19132.218018,0.233921,0.428112,anonymous,,2026-04-12T19:59:17
377,0,0.210919,48.000000,22107.991211,0.265978,0.369730,anonymous,,2026-04-12T19:59:17
378,2,0.257743,1.000000,3032.042236,0.506056,0.859142,anonymous,,2026-04-12T19:59:18
379,0,0.149875,14.000000,12718.278809,0.349907,0.337681,anonymous,,2026-04-12T19:59:18
380,0,0.187924,51.000000,17236.038086,0.308025,0.293081,anonymous,,2026-04-12T19:59:19
381,2,0.375389,12.000000,3307.980469,0.354011,0.905371,anonymous,,2026-04-12T19:59:19
382,0,0.234744,45.000000,12648.683838,0.164801,0.449146,anonymous,,2026-04-12T19:59:20
383,0,0.191375,23.000000,19107.258545,0.310040,0.337722,anonymous,,2026-04-12T19:59:20
384,2,0.340380,11.000000,8390.469727,0.594201,0.555387,anonymous,,2026-04-12T19:59:21
385,0,0.247793,45.000000,11361.300293,0.299464,0.492644,anonymous,,2026-04-12T19:59:21
386,0,0.241627,45.000000,20117.580566,0.284859,0.472089,anonymous,,2026-04-12T19:59:22
387,3,0.542269,7.000000,6164.577637,0.751348,0.898081,anonymous,,2026-04-12T19:59:23
388,0,0.195644,24.000000,19519.055420,0.278385,0.332458,anonymous,,2026-04-12T19:59:23
389,0,0.198715,40.000000,8675.562988,0.346972,0.329051,anonymous,,2026-04-12T19:59:24
390,2,0.576856,40.000000,5974.782959,0.703647,0.869610,anonymous,,2026-04-12T19:59:26
391,1,0.287708,20.000000,23448.226074,0.256395,0.717311,anonymous,,2026-04-12T19:59:28
392,0,0.133259,17.000000,13706.398438,0.412749,0.260959,anonymous,,2026-04-12T19:59:28
393,2,0.309856,21.000000,19624.503906,0.271028,0.771645,anonymous,,2026-04-12T19:59:29
394,0,0.218693,45.000000,24801.835693,0.230032,0.395642,anonymous,,2026-04-12T19:59:30
395,2,0.520649,50.000000,13357.801025,0.313902,0.902163,anonymous,,2026-04-12T19:59:31
396,0,0.588178,5.000000,1271.784668,0.689422,0.917368,anonymous,,2026-04-12T19:59:33
397,0,0.240444,47.000000,19007.286377,0.294938,0.468147,anonymous,,2026-04-12T19:59:33
398,0,0.217645,42.000000,22934.165527,0.252524,0.392149,anonymous,,2026-04-12T19:59:35
399,3,0.377371,48.000000,6172.057373,0.501595,0.924571,anonymous,,2026-04-12T19:59:36
