pair_id,img_a,img_b,stratum,is_pcg,pcg_seed,label,annotator,note,timestamp
185,scripts/test photo for similarity_label_tool/122.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:09
186,scripts/test photo for similarity_label_tool/107.jpg,__PCG_GENERATED__,pcg_generated,1,43706862,1,anonymous,,2026-03-19T12:39:10
187,scripts/test photo for similarity_label_tool/161.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:11
188,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:12
189,scripts/test photo for similarity_label_tool/44.jpg,__PCG_GENERATED__,pcg_generated,1,43734390,1,anonymous,,2026-03-19T12:39:13
190,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/164.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:13
191,scripts/test photo for similarity_label_tool/128.jpg,scripts/test photo for similarity_label_tool/149.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:14
192,scripts/test photo for similarity_label_tool/179.jpg,__PCG_GENERATED__,pcg_generated,1,43761918,1,anonymous,,2026-03-19T12:39:15
193,scripts/test photo for similarity_label_tool/176.jpg,scripts/test photo for similarity_label_tool/74.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:16
194,scripts/test photo for similarity_label_tool/26.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:16
195,scripts/test photo for similarity_label_tool/26.jpg,__PCG_GENERATED__,pcg_generated,1,43789446,2,anonymous,,2026-03-19T12:39:19
196,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/31.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:20
197,scripts/test photo for similarity_label_tool/68.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:20
198,scripts/test photo for similarity_label_tool/119.jpg,__PCG_GENERATED__,pcg_generated,1,43816974,1,anonymous,,2026-03-19T12:39:21
199,scripts/test photo for similarity_label_tool/23.jpg,scripts/test photo for similarity_label_tool/33.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:22
200,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:39:22
201,scripts/test photo for similarity_label_tool/98.jpg,__PCG_GENERATED__,pcg_generated,1,43844502,1,anonymous,,2026-03-19T12:42:25
202,scripts/test photo for similarity_label_tool/27.jpg,scripts/test photo for similarity_label_tool/71.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:25
203,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:26
204,scripts/test photo for similarity_label_tool/89.jpg,__PCG_GENERATED__,pcg_generated,1,43872030,1,anonymous,,2026-03-19T12:42:27
205,scripts/test photo for similarity_label_tool/80.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:28
206,scripts/test photo for similarity_label_tool/122.jpg,scripts/test photo for similarity_label_tool/143.jpg,random,0,0,1,anonymous,,2026-03-19T12:42:29
207,scripts/test photo for similarity_label_tool/167.jpg,__PCG_GENERATED__,pcg_generated,1,43899558,1,anonymous,,2026-03-19T12:42:30
208,scripts/test photo for similarity_label_tool/119.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:31
209,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/27.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:32
210,scripts/test photo for similarity_label_tool/113.jpg,__PCG_GENERATED__,pcg_generated,1,43927086,1,anonymous,,2026-03-19T12:42:34
211,scripts/test photo for similarity_label_tool/146.jpg,scripts/test photo for similarity_label_tool/149.jpg,random,0,0,1,anonymous,,2026-03-19T12:42:35
212,scripts/test photo for similarity_label_tool/137.jpg,scripts/test photo for similarity_label_tool/30.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:36
213,scripts/test photo for similarity_label_tool/27.jpg,__PCG_GENERATED__,pcg_generated,1,43954614,3,anonymous,,2026-03-19T12:42:40
214,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,1,anonymous,,2026-03-19T12:42:41
215,scripts/test photo for similarity_label_tool/137.jpg,scripts/test photo for similarity_label_tool/35.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:42
216,scripts/test photo for similarity_label_tool/149.jpg,__PCG_GENERATED__,pcg_generated,1,43982142,1,anonymous,,2026-03-19T12:42:42
217,scripts/test photo for similarity_label_tool/32.jpg,scripts/test photo for similarity_label_tool/77.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:43
218,scripts/test photo for similarity_label_tool/143.jpg,scripts/test photo for similarity_label_tool/185.jpg,random,0,0,1,anonymous,,2026-03-19T12:42:45
219,scripts/test photo for similarity_label_tool/74.jpg,__PCG_GENERATED__,pcg_generated,1,44009670,0,anonymous,,2026-03-19T12:42:46
220,scripts/test photo for similarity_label_tool/83.jpg,scripts/test photo for similarity_label_tool/86.jpg,random,0,0,2,anonymous,,2026-03-19T12:42:48
221,scripts/test photo for similarity_label_tool/11.jpg,scripts/test photo for similarity_label_tool/77.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:48
222,scripts/test photo for similarity_label_tool/32.jpg,__PCG_GENERATED__,pcg_generated,1,44037198,1,anonymous,,2026-03-19T12:42:53
223,scripts/test photo for similarity_label_tool/113.jpg,scripts/test photo for similarity_label_tool/32.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:53
224,scripts/test photo for similarity_label_tool/173.jpg,scripts/test photo for similarity_label_tool/74.jpg,random,0,0,0,anonymous,,2026-03-19T12:42:54
225,scripts/test photo for similarity_label_tool/31.jpg,__PCG_GENERATED__,pcg_generated,1,44064726,3,anonymous,,2026-03-19T12:43:00
226,scripts/test photo for similarity_label_tool/107.jpg,scripts/test photo for similarity_label_tool/146.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:00
227,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/158.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:01
228,scripts/test photo for similarity_label_tool/80.jpg,__PCG_GENERATED__,pcg_generated,1,44092254,1,anonymous,,2026-03-19T12:43:03
229,scripts/test photo for similarity_label_tool/122.jpg,scripts/test photo for similarity_label_tool/56.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:04
230,scripts/test photo for similarity_label_tool/32.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:05
231,scripts/test photo for similarity_label_tool/8.jpg,__PCG_GENERATED__,pcg_generated,1,44119782,3,anonymous,,2026-03-19T12:43:06
232,scripts/test photo for similarity_label_tool/128.jpg,scripts/test photo for similarity_label_tool/143.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:09
233,scripts/test photo for similarity_label_tool/176.jpg,scripts/test photo for similarity_label_tool/47.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:10
234,scripts/test photo for similarity_label_tool/164.jpg,__PCG_GENERATED__,pcg_generated,1,44147310,1,anonymous,,2026-03-19T12:43:11
235,scripts/test photo for similarity_label_tool/27.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:12
236,scripts/test photo for similarity_label_tool/173.jpg,scripts/test photo for similarity_label_tool/27.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:13
237,scripts/test photo for similarity_label_tool/28.jpg,__PCG_GENERATED__,pcg_generated,1,44174838,2,anonymous,,2026-03-19T12:43:18
238,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/119.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:19
239,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:21
240,scripts/test photo for similarity_label_tool/134.jpg,__PCG_GENERATED__,pcg_generated,1,44202366,1,anonymous,,2026-03-19T12:43:22
241,scripts/test photo for similarity_label_tool/38.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:23
242,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:24
243,scripts/test photo for similarity_label_tool/41.jpg,__PCG_GENERATED__,pcg_generated,1,44229894,0,anonymous,,2026-03-19T12:43:30
244,scripts/test photo for similarity_label_tool/107.jpg,scripts/test photo for similarity_label_tool/26.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:31
245,scripts/test photo for similarity_label_tool/164.jpg,scripts/test photo for similarity_label_tool/74.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:31
246,scripts/test photo for similarity_label_tool/110.jpg,__PCG_GENERATED__,pcg_generated,1,44257422,1,anonymous,,2026-03-19T12:43:33
247,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/173.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:34
248,scripts/test photo for similarity_label_tool/107.jpg,scripts/test photo for similarity_label_tool/122.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:34
249,scripts/test photo for similarity_label_tool/107.jpg,__PCG_GENERATED__,pcg_generated,1,44284950,3,anonymous,,2026-03-19T12:43:36
250,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/164.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:36
251,scripts/test photo for similarity_label_tool/83.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:38
252,scripts/test photo for similarity_label_tool/34.jpg,__PCG_GENERATED__,pcg_generated,1,44312478,2,anonymous,,2026-03-19T12:43:40
253,scripts/test photo for similarity_label_tool/65.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:41
254,scripts/test photo for similarity_label_tool/107.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:41
255,scripts/test photo for similarity_label_tool/14.jpg,__PCG_GENERATED__,pcg_generated,1,44340006,1,anonymous,,2026-03-19T12:43:43
256,scripts/test photo for similarity_label_tool/161.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:43
257,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:44
258,scripts/test photo for similarity_label_tool/56.jpg,__PCG_GENERATED__,pcg_generated,1,44367534,2,anonymous,,2026-03-19T12:43:47
259,scripts/test photo for similarity_label_tool/27.jpg,scripts/test photo for similarity_label_tool/56.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:47
260,scripts/test photo for similarity_label_tool/8.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:48
261,scripts/test photo for similarity_label_tool/149.jpg,__PCG_GENERATED__,pcg_generated,1,44395062,1,anonymous,,2026-03-19T12:43:49
262,scripts/test photo for similarity_label_tool/170.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,1,anonymous,,2026-03-19T12:43:50
263,scripts/test photo for similarity_label_tool/31.jpg,scripts/test photo for similarity_label_tool/47.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:51
264,scripts/test photo for similarity_label_tool/113.jpg,__PCG_GENERATED__,pcg_generated,1,44422590,1,anonymous,,2026-03-19T12:43:52
265,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,0,anonymous,,2026-03-19T12:43:53
266,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:15
267,scripts/test photo for similarity_label_tool/77.jpg,__PCG_GENERATED__,pcg_generated,1,44450118,1,anonymous,,2026-03-19T12:44:16
268,scripts/test photo for similarity_label_tool/128.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:17
269,scripts/test photo for similarity_label_tool/131.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:18
270,scripts/test photo for similarity_label_tool/14.jpg,__PCG_GENERATED__,pcg_generated,1,44477646,1,anonymous,,2026-03-19T12:44:19
271,scripts/test photo for similarity_label_tool/170.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,1,anonymous,,2026-03-19T12:44:21
272,scripts/test photo for similarity_label_tool/104.jpg,scripts/test photo for similarity_label_tool/131.jpg,random,0,0,1,anonymous,,2026-03-19T12:44:22
273,scripts/test photo for similarity_label_tool/8.jpg,__PCG_GENERATED__,pcg_generated,1,44505174,2,anonymous,,2026-03-19T12:44:23
274,scripts/test photo for similarity_label_tool/47.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:24
275,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/65.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:25
276,scripts/test photo for similarity_label_tool/116.jpg,__PCG_GENERATED__,pcg_generated,1,44532702,1,anonymous,,2026-03-19T12:44:26
277,scripts/test photo for similarity_label_tool/170.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,2,anonymous,,2026-03-19T12:44:28
278,scripts/test photo for similarity_label_tool/34.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:28
279,scripts/test photo for similarity_label_tool/167.jpg,__PCG_GENERATED__,pcg_generated,1,44560230,1,anonymous,,2026-03-19T12:44:29
280,scripts/test photo for similarity_label_tool/47.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:30
281,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:31
282,scripts/test photo for similarity_label_tool/146.jpg,__PCG_GENERATED__,pcg_generated,1,44587758,1,anonymous,,2026-03-19T12:44:31
283,scripts/test photo for similarity_label_tool/128.jpg,scripts/test photo for similarity_label_tool/146.jpg,random,0,0,1,anonymous,,2026-03-19T12:44:33
284,scripts/test photo for similarity_label_tool/38.jpg,scripts/test photo for similarity_label_tool/65.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:34
285,scripts/test photo for similarity_label_tool/179.jpg,__PCG_GENERATED__,pcg_generated,1,44615286,0,anonymous,,2026-03-19T12:44:35
286,scripts/test photo for similarity_label_tool/116.jpg,scripts/test photo for similarity_label_tool/167.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:36
287,scripts/test photo for similarity_label_tool/182.jpg,scripts/test photo for similarity_label_tool/77.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:37
288,scripts/test photo for similarity_label_tool/32.jpg,__PCG_GENERATED__,pcg_generated,1,44642814,1,anonymous,,2026-03-19T12:44:37
289,scripts/test photo for similarity_label_tool/134.jpg,scripts/test photo for similarity_label_tool/14.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:38
290,scripts/test photo for similarity_label_tool/71.jpg,scripts/test photo for similarity_label_tool/86.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:38
291,scripts/test photo for similarity_label_tool/74.jpg,__PCG_GENERATED__,pcg_generated,1,44670342,1,anonymous,,2026-03-19T12:44:39
292,scripts/test photo for similarity_label_tool/161.jpg,scripts/test photo for similarity_label_tool/179.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:40
293,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/71.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:41
294,scripts/test photo for similarity_label_tool/164.jpg,__PCG_GENERATED__,pcg_generated,1,44697870,1,anonymous,,2026-03-19T12:44:42
295,scripts/test photo for similarity_label_tool/65.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:42
296,scripts/test photo for similarity_label_tool/104.jpg,scripts/test photo for similarity_label_tool/14.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:43
297,scripts/test photo for similarity_label_tool/128.jpg,__PCG_GENERATED__,pcg_generated,1,44725398,1,anonymous,,2026-03-19T12:44:44
298,scripts/test photo for similarity_label_tool/134.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:45
299,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/17.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:45
300,scripts/test photo for similarity_label_tool/164.jpg,__PCG_GENERATED__,pcg_generated,1,44752926,1,anonymous,,2026-03-19T12:44:46
301,scripts/test photo for similarity_label_tool/146.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:46
302,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/95.jpg,random,0,0,1,anonymous,,2026-03-19T12:44:47
303,scripts/test photo for similarity_label_tool/161.jpg,__PCG_GENERATED__,pcg_generated,1,44780454,0,anonymous,,2026-03-19T12:44:49
304,scripts/test photo for similarity_label_tool/146.jpg,scripts/test photo for similarity_label_tool/56.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:50
305,scripts/test photo for similarity_label_tool/161.jpg,scripts/test photo for similarity_label_tool/33.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:50
306,scripts/test photo for similarity_label_tool/137.jpg,__PCG_GENERATED__,pcg_generated,1,44807982,1,anonymous,,2026-03-19T12:44:52
307,scripts/test photo for similarity_label_tool/17.jpg,scripts/test photo for similarity_label_tool/20.jpg,random,0,0,2,anonymous,,2026-03-19T12:44:54
308,scripts/test photo for similarity_label_tool/35.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:54
309,scripts/test photo for similarity_label_tool/34.jpg,__PCG_GENERATED__,pcg_generated,1,44835510,2,anonymous,,2026-03-19T12:44:57
310,scripts/test photo for similarity_label_tool/26.jpg,scripts/test photo for similarity_label_tool/74.jpg,random,0,0,0,anonymous,,2026-03-19T12:44:57
311,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:02
312,scripts/test photo for similarity_label_tool/146.jpg,__PCG_GENERATED__,pcg_generated,1,44863038,2,anonymous,,2026-03-19T12:45:11
313,scripts/test photo for similarity_label_tool/80.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:12
314,scripts/test photo for similarity_label_tool/131.jpg,scripts/test photo for similarity_label_tool/143.jpg,random,0,0,1,anonymous,,2026-03-19T12:45:13
315,scripts/test photo for similarity_label_tool/38.jpg,__PCG_GENERATED__,pcg_generated,1,44890566,3,anonymous,,2026-03-19T12:45:15
316,scripts/test photo for similarity_label_tool/29.jpg,scripts/test photo for similarity_label_tool/95.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:16
317,scripts/test photo for similarity_label_tool/143.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:17
318,scripts/test photo for similarity_label_tool/89.jpg,__PCG_GENERATED__,pcg_generated,1,44918094,1,anonymous,,2026-03-19T12:45:18
319,scripts/test photo for similarity_label_tool/107.jpg,scripts/test photo for similarity_label_tool/116.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:18
320,scripts/test photo for similarity_label_tool/173.jpg,scripts/test photo for similarity_label_tool/30.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:19
321,scripts/test photo for similarity_label_tool/35.jpg,__PCG_GENERATED__,pcg_generated,1,44945622,1,anonymous,,2026-03-19T12:45:21
322,scripts/test photo for similarity_label_tool/161.jpg,scripts/test photo for similarity_label_tool/44.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:21
323,scripts/test photo for similarity_label_tool/155.jpg,scripts/test photo for similarity_label_tool/65.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:22
324,scripts/test photo for similarity_label_tool/33.jpg,__PCG_GENERATED__,pcg_generated,1,44973150,1,anonymous,,2026-03-19T12:45:25
325,scripts/test photo for similarity_label_tool/119.jpg,scripts/test photo for similarity_label_tool/167.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:26
326,scripts/test photo for similarity_label_tool/28.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:26
327,scripts/test photo for similarity_label_tool/110.jpg,__PCG_GENERATED__,pcg_generated,1,45000678,1,anonymous,,2026-03-19T12:45:28
328,scripts/test photo for similarity_label_tool/134.jpg,scripts/test photo for similarity_label_tool/143.jpg,random,0,0,1,anonymous,,2026-03-19T12:45:30
329,scripts/test photo for similarity_label_tool/107.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:31
330,scripts/test photo for similarity_label_tool/30.jpg,__PCG_GENERATED__,pcg_generated,1,45028206,1,anonymous,,2026-03-19T12:45:34
331,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/173.jpg,random,0,0,1,anonymous,,2026-03-19T12:45:35
332,scripts/test photo for similarity_label_tool/23.jpg,scripts/test photo for similarity_label_tool/89.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:36
333,scripts/test photo for similarity_label_tool/32.jpg,__PCG_GENERATED__,pcg_generated,1,45055734,3,anonymous,,2026-03-19T12:45:39
334,scripts/test photo for similarity_label_tool/26.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:40
335,scripts/test photo for similarity_label_tool/47.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:41
336,scripts/test photo for similarity_label_tool/128.jpg,__PCG_GENERATED__,pcg_generated,1,45083262,2,anonymous,,2026-03-19T12:45:43
337,scripts/test photo for similarity_label_tool/34.jpg,scripts/test photo for similarity_label_tool/47.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:44
338,scripts/test photo for similarity_label_tool/134.jpg,scripts/test photo for similarity_label_tool/164.jpg,random,0,0,1,anonymous,,2026-03-19T12:45:45
339,scripts/test photo for similarity_label_tool/26.jpg,__PCG_GENERATED__,pcg_generated,1,45110790,0,anonymous,,2026-03-19T12:45:45
340,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/173.jpg,random,0,0,1,anonymous,,2026-03-19T12:45:47
341,scripts/test photo for similarity_label_tool/34.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:48
342,scripts/test photo for similarity_label_tool/44.jpg,__PCG_GENERATED__,pcg_generated,1,45138318,0,anonymous,,2026-03-19T12:45:49
343,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/86.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:49
344,scripts/test photo for similarity_label_tool/155.jpg,scripts/test photo for similarity_label_tool/31.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:50
345,scripts/test photo for similarity_label_tool/140.jpg,__PCG_GENERATED__,pcg_generated,1,45165846,1,anonymous,,2026-03-19T12:45:51
346,scripts/test photo for similarity_label_tool/34.jpg,scripts/test photo for similarity_label_tool/77.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:52
347,scripts/test photo for similarity_label_tool/119.jpg,scripts/test photo for similarity_label_tool/44.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:53
348,scripts/test photo for similarity_label_tool/128.jpg,__PCG_GENERATED__,pcg_generated,1,45193374,0,anonymous,,2026-03-19T12:45:54
349,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:55
350,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/20.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:55
351,scripts/test photo for similarity_label_tool/179.jpg,__PCG_GENERATED__,pcg_generated,1,45220902,3,anonymous,,2026-03-19T12:45:57
352,scripts/test photo for similarity_label_tool/170.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:58
353,scripts/test photo for similarity_label_tool/155.jpg,scripts/test photo for similarity_label_tool/17.jpg,random,0,0,0,anonymous,,2026-03-19T12:45:59
354,scripts/test photo for similarity_label_tool/167.jpg,__PCG_GENERATED__,pcg_generated,1,45248430,1,anonymous,,2026-03-19T12:46:00
355,scripts/test photo for similarity_label_tool/149.jpg,scripts/test photo for similarity_label_tool/38.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:01
356,scripts/test photo for similarity_label_tool/122.jpg,scripts/test photo for similarity_label_tool/27.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:02
357,scripts/test photo for similarity_label_tool/146.jpg,__PCG_GENERATED__,pcg_generated,1,45275958,1,anonymous,,2026-03-19T12:46:03
358,scripts/test photo for similarity_label_tool/134.jpg,scripts/test photo for similarity_label_tool/170.jpg,random,0,0,1,anonymous,,2026-03-19T12:46:05
359,scripts/test photo for similarity_label_tool/167.jpg,scripts/test photo for similarity_label_tool/35.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:06
360,scripts/test photo for similarity_label_tool/89.jpg,__PCG_GENERATED__,pcg_generated,1,45303486,2,anonymous,,2026-03-19T12:46:08
361,scripts/test photo for similarity_label_tool/47.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:09
362,scripts/test photo for similarity_label_tool/131.jpg,scripts/test photo for similarity_label_tool/31.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:09
363,scripts/test photo for similarity_label_tool/32.jpg,__PCG_GENERATED__,pcg_generated,1,45331014,2,anonymous,,2026-03-19T12:46:14
364,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/28.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:15
365,scripts/test photo for similarity_label_tool/17.jpg,scripts/test photo for similarity_label_tool/27.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:15
366,scripts/test photo for similarity_label_tool/38.jpg,__PCG_GENERATED__,pcg_generated,1,45358542,1,anonymous,,2026-03-19T12:46:16
367,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/74.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:17
368,scripts/test photo for similarity_label_tool/149.jpg,scripts/test photo for similarity_label_tool/152.jpg,random,0,0,2,anonymous,,2026-03-19T12:46:20
369,scripts/test photo for similarity_label_tool/27.jpg,__PCG_GENERATED__,pcg_generated,1,45386070,1,anonymous,,2026-03-19T12:46:21
370,scripts/test photo for similarity_label_tool/137.jpg,scripts/test photo for similarity_label_tool/173.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:22
371,scripts/test photo for similarity_label_tool/29.jpg,scripts/test photo for similarity_label_tool/65.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:22
372,scripts/test photo for similarity_label_tool/14.jpg,__PCG_GENERATED__,pcg_generated,1,45413598,1,anonymous,,2026-03-19T12:46:23
373,scripts/test photo for similarity_label_tool/30.jpg,scripts/test photo for similarity_label_tool/33.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:24
